Id,fixed acidity,residual sugar,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,cluster
944,8.3,3.8,11.0,24.0,0.99498,3.27,0.64,12.1,7,Grande Século
946,10.2,4.1,11.0,24.0,0.99745,3.29,0.99,12.0,7,Momento
947,8.3,2.1,6.0,12.0,0.99408,3.26,0.62,12.4,7,Grande Século
949,8.9,1.8,10.0,21.0,0.99552,3.41,0.76,11.9,7,Grande Século
950,8.9,1.8,10.0,21.0,0.99552,3.41,0.76,11.9,7,Grande Século
951,8.3,2.1,6.0,12.0,0.99408,3.26,0.62,12.4,7,Grande Século
952,8.2,2.2,6.0,10.0,0.99536,3.31,0.68,11.2,7,Grande Século
953,10.2,2.1,5.0,9.0,0.99458,3.2,0.69,12.1,7,Grande Século
955,8.5,1.9,9.0,23.0,0.99648,3.36,0.67,10.4,5,Raiz
956,9.0,2.1,5.0,10.0,0.99568,3.31,0.62,11.3,6,Grande Século
958,6.4,2.3,25.0,36.0,0.99519,3.47,0.71,11.3,7,Grande Século
960,8.5,1.9,18.0,38.0,0.99518,3.16,0.85,11.1,6,Grande Século
961,7.1,1.6,7.0,18.0,0.99592,3.27,0.62,9.3,5,Raiz
962,6.6,2.1,6.0,16.0,0.99654,3.38,0.69,9.5,5,Raiz
964,8.5,1.9,18.0,38.0,0.99518,3.16,0.85,11.1,6,Grande Século
967,8.5,2.1,23.0,113.0,0.99733,3.13,0.48,9.2,5,Raiz
968,9.0,2.4,29.0,46.0,0.9943,3.2,0.6,12.2,6,Grande Século
971,10.4,1.9,6.0,10.0,0.99724,3.33,0.87,10.9,6,Momento
974,8.8,5.9,7.0,13.0,0.99658,3.3,0.62,12.1,7,Grande Século
975,7.2,2.1,35.0,72.0,0.997,3.44,0.52,9.4,5,Raiz
977,8.4,2.6,31.0,119.0,0.99801,3.15,0.5,9.1,5,Raiz
978,7.0,3.6,9.0,29.0,0.99416,3.28,0.49,11.3,7,Grande Século
980,9.1,1.9,8.0,17.0,0.99774,3.32,0.71,10.5,6,Raiz
981,9.5,1.9,13.0,28.0,0.99712,3.25,0.62,10.0,5,Raiz
982,7.3,2.1,51.0,70.0,0.99418,3.34,0.82,12.9,6,Grande Século
983,9.1,1.9,8.0,17.0,0.99774,3.32,0.71,10.5,6,Raiz
985,7.4,2.0,7.0,11.0,0.99562,3.45,0.58,11.3,6,Grande Século
987,7.1,1.6,35.0,70.0,0.99693,3.44,0.5,9.4,5,Raiz
988,7.7,1.7,19.0,27.0,0.99596,3.16,0.49,9.4,5,Raiz
989,9.7,1.5,14.0,21.0,0.99556,3.14,0.51,10.9,6,Raiz
990,7.7,1.7,19.0,27.0,0.99596,3.16,0.49,9.4,5,Raiz
991,7.1,2.0,31.0,68.0,0.99694,3.45,0.48,9.4,5,Raiz
993,7.1,2.0,31.0,68.0,0.99694,3.45,0.48,9.4,5,Raiz
995,7.7,2.0,19.0,41.0,0.99697,3.39,0.62,10.1,6,Raiz
998,8.9,1.4,4.0,10.0,0.99554,3.12,0.48,9.1,6,Raiz
999,6.4,1.65,7.0,12.0,0.99162,3.47,0.53,12.9,6,Grande Século
1000,7.5,2.2,6.0,12.0,0.99495,3.44,0.72,11.5,7,Grande Século
1004,8.2,1.6,27.0,45.0,0.99603,3.25,0.54,10.3,5,Raiz
1005,6.8,1.8,4.0,8.0,0.9928,3.36,0.55,12.8,7,Grande Século
1006,9.1,2.05,13.0,27.0,0.99516,3.26,0.84,11.7,7,Grande Século
1007,9.1,2.0,12.0,25.0,0.99516,3.26,0.84,11.7,7,Grande Século
1008,8.9,3.6,12.0,24.0,0.99549,3.23,0.7,12.0,7,Grande Século
1010,8.9,1.7,7.0,12.0,0.99354,3.25,0.55,12.3,7,Grande Século
1011,8.9,2.0,12.0,19.0,0.9957,3.17,0.55,10.4,6,Raiz
1012,7.7,2.1,11.0,32.0,0.99604,3.23,0.48,10.0,5,Raiz
1013,7.5,1.6,22.0,31.0,0.99635,3.38,0.58,10.0,6,Raiz
1014,8.0,2.0,3.0,7.0,0.99454,3.22,0.58,11.2,6,Grande Século
1016,8.9,2.2,12.0,28.0,0.99486,3.27,0.75,12.6,7,Grande Século
1018,8.0,0.9,36.0,109.0,0.99007,2.89,0.44,12.7,6,Grande Século
1019,7.0,1.8,10.0,23.0,0.99636,3.53,0.61,10.4,5,Raiz
1020,11.3,2.4,3.0,8.0,0.99642,3.2,0.53,11.9,6,Momento
1021,11.3,2.4,3.0,8.0,0.99642,3.2,0.53,11.9,6,Momento
1022,7.0,2.1,4.0,9.0,0.99584,3.35,0.54,10.5,5,Raiz
1023,8.2,2.3,3.0,9.0,0.99506,3.27,0.55,12.3,6,Grande Século
1024,7.7,1.8,12.0,18.0,0.99568,3.32,0.56,10.5,7,Raiz
1025,8.6,2.8,17.0,43.0,0.99822,3.33,0.6,10.4,6,Raiz
1026,7.9,1.9,14.0,36.0,0.99364,3.41,0.56,12.6,6,Grande Século
1027,6.4,2.2,28.0,52.0,0.99378,3.49,0.52,11.6,5,Grande Século
1029,7.7,1.8,12.0,18.0,0.99568,3.32,0.56,10.5,7,Raiz
1032,8.1,4.1,5.0,14.0,0.99854,3.36,0.53,9.6,5,Raiz
1034,8.9,2.5,15.0,48.0,0.99739,3.2,0.47,9.7,6,Raiz
1035,10.1,2.4,5.0,17.0,0.99683,3.17,0.65,10.6,7,Momento
1036,7.6,2.5,26.0,35.0,0.99356,3.22,0.59,12.5,7,Grande Século
1038,8.7,6.2,25.0,42.0,0.9953,3.24,0.77,12.6,7,Grande Século
1039,8.9,2.2,21.0,39.0,0.99692,3.33,0.83,11.1,6,Raiz
1041,6.9,1.7,13.0,26.0,0.99547,3.38,0.64,9.8,6,Raiz
1044,6.4,3.3,12.0,53.0,0.99294,3.36,0.62,12.2,6,Grande Século
1045,6.9,1.4,32.0,38.0,0.99438,3.32,0.58,11.4,6,Grande Século
1046,7.6,1.7,33.0,45.0,0.99612,3.31,0.62,10.7,6,Raiz
1047,7.1,1.8,27.0,51.0,0.99634,3.49,0.64,10.4,5,Raiz
1048,9.3,1.7,3.0,14.0,0.99702,3.27,0.78,10.9,6,Raiz
1049,9.3,1.8,6.0,17.0,0.99704,3.27,0.77,10.8,6,Raiz
1051,8.5,1.4,16.0,45.0,0.99702,3.03,1.34,9.2,5,Raiz
1052,5.6,2.4,19.0,25.0,0.99258,3.56,0.55,12.9,5,Grande Século
1053,8.3,2.3,9.0,20.0,0.99426,3.38,0.77,12.7,7,Grande Século
1055,8.2,2.0,5.0,77.0,0.99747,3.13,0.62,9.1,6,Raiz
1056,8.9,4.0,3.0,10.0,0.99586,3.21,0.59,12.1,7,Grande Século
1057,7.6,3.9,28.0,90.0,0.99784,3.15,0.57,9.1,5,Raiz
1058,9.9,2.4,30.0,52.0,0.9971,3.19,0.76,11.6,7,Momento
1059,8.9,4.0,3.0,10.0,0.99586,3.21,0.59,12.1,7,Grande Século
1060,11.6,1.8,3.0,8.0,0.9981,3.14,0.7,9.9,6,Momento
1061,9.1,1.8,7.0,16.0,0.99462,3.21,0.69,12.5,8,Grande Século
1062,8.0,1.9,6.0,15.0,0.9956,3.3,0.64,11.4,6,Grande Século
1063,10.2,2.4,6.0,17.0,0.99565,3.22,0.63,11.8,6,Grande Século
1064,8.2,2.0,5.0,10.0,0.99418,3.28,0.57,11.8,6,Grande Século
1065,7.7,2.4,6.0,20.0,0.9963,3.29,0.6,10.2,6,Raiz
1066,6.6,2.4,13.0,26.0,0.99358,3.4,0.72,12.5,7,Grande Século
1067,11.1,2.2,3.0,10.0,0.99572,3.02,0.83,10.9,7,Momento
1069,8.0,2.8,28.0,52.0,0.997,3.31,0.62,10.8,5,Raiz
1070,9.3,1.5,19.0,37.0,0.99498,3.18,0.89,11.1,7,Grande Século
1071,7.5,8.1,30.0,92.0,0.99892,3.2,0.58,9.2,5,Momento
1073,8.0,2.7,16.0,37.0,0.9972,3.31,0.58,10.7,6,Raiz
1076,9.9,2.0,3.0,8.0,0.99534,3.15,0.73,11.4,6,Grande Século
1078,8.6,6.4,3.0,8.0,0.99817,3.27,0.58,11.0,5,Momento
1079,7.9,8.3,37.5,278.0,0.99316,3.01,0.51,12.3,7,Grande Século
1081,7.9,8.3,37.5,289.0,0.99316,3.01,0.51,12.3,7,Grande Século
1082,7.2,1.8,31.0,70.0,0.99685,3.42,0.59,9.5,6,Raiz
1083,8.7,2.4,32.0,59.0,0.99617,3.33,0.77,12.0,6,Grande Século
1085,6.8,1.8,40.0,64.0,0.99529,3.12,0.49,9.6,5,Raiz
1086,8.5,4.7,3.0,9.0,0.99738,3.38,0.66,11.6,7,Momento
1087,7.9,1.6,18.0,30.0,0.994,3.29,0.69,11.2,6,Grande Século
1088,11.6,1.5,22.0,41.0,0.99735,3.02,0.76,9.9,7,Momento
1089,11.6,1.5,22.0,41.0,0.99735,3.02,0.76,9.9,7,Momento
1090,10.0,1.9,42.0,74.0,0.99451,2.98,0.63,11.8,8,Grande Século
1091,7.9,2.0,8.0,19.0,0.99546,3.35,0.6,11.4,6,Grande Século
1092,7.0,2.0,10.0,16.0,0.99479,3.43,0.59,11.5,6,Grande Século
1093,9.2,2.2,11.0,31.0,0.99615,3.33,0.86,12.0,7,Grande Século
1094,6.6,5.5,9.0,17.0,0.99655,3.35,0.49,10.8,6,Grande Século
1096,6.6,5.5,9.0,17.0,0.99655,3.35,0.49,10.8,6,Grande Século
1099,8.6,1.5,5.0,18.0,0.99666,3.2,0.52,9.4,5,Raiz
1100,8.4,2.1,23.0,36.0,0.99392,3.11,0.78,12.4,6,Grande Século
1101,7.4,2.1,14.0,25.0,0.99388,3.35,0.63,12.0,6,Grande Século
1103,7.4,2.1,14.0,25.0,0.99388,3.35,0.63,12.0,6,Grande Século
1104,8.0,2.2,16.0,25.0,0.9936,3.28,0.66,12.4,6,Grande Século
1105,6.3,2.1,13.0,49.0,0.99374,3.41,0.6,12.8,5,Grande Século
1107,9.1,2.0,10.0,24.0,0.99523,3.27,0.85,11.7,7,Grande Século
1108,8.1,3.3,4.0,13.0,0.99855,3.36,0.49,9.5,5,Raiz
1109,10.8,2.1,27.0,66.0,0.9982,3.17,0.76,10.8,6,Momento
1110,8.3,1.4,6.0,14.0,0.99593,3.25,0.64,10.0,6,Raiz
1111,5.4,2.0,23.0,55.0,0.99471,3.78,0.64,12.3,7,Grande Século
1112,7.9,1.5,6.0,35.0,0.99396,3.29,0.71,11.0,6,Grande Século
1114,5.0,4.3,29.0,80.0,0.9902,3.49,0.66,13.6,6,Grande Século
1115,7.0,2.5,15.0,21.0,0.99572,3.38,0.6,11.3,6,Grande Século
1116,7.0,2.5,15.0,21.0,0.99572,3.38,0.6,11.3,6,Grande Século
1117,7.0,2.5,15.0,21.0,0.99572,3.38,0.6,11.3,6,Grande Século
1118,7.1,2.1,14.0,24.0,0.99252,3.3,0.53,13.3,6,Grande Século
1119,5.6,2.5,7.0,15.0,0.99256,3.52,0.58,12.9,5,Grande Século
1120,7.9,2.5,8.0,17.0,0.99235,3.2,0.72,13.1,8,Grande Século
1122,6.3,1.4,27.0,33.0,0.9922,3.45,0.48,12.3,6,Grande Século
1125,8.8,1.7,13.0,27.0,0.99394,3.14,0.59,11.3,7,Grande Século
1127,6.3,2.9,26.0,52.0,0.99379,3.51,0.6,11.5,6,Grande Século
1128,10.0,2.7,28.0,89.0,0.9984,3.22,0.68,10.0,5,Momento
1130,9.1,1.9,5.0,10.0,0.9977,3.18,0.63,10.4,6,Raiz
1132,7.4,1.8,18.0,38.0,0.9933,3.38,0.88,13.6,7,Grande Século
1133,7.2,5.5,10.0,18.0,0.99684,3.37,0.68,11.2,7,Grande Século
1134,8.5,1.7,6.0,15.0,0.99524,3.3,0.74,11.8,7,Grande Século
1135,8.0,1.7,22.0,50.0,0.9946,3.38,0.6,11.9,6,Grande Século
1136,10.4,2.0,6.0,13.0,0.99774,3.22,0.76,11.4,6,Momento
1138,7.5,3.7,29.0,94.0,0.99786,3.14,0.58,9.1,5,Raiz
1139,8.2,2.0,16.0,86.0,0.99764,3.34,0.64,9.5,6,Raiz
1140,7.3,1.7,33.0,79.0,0.9969,3.41,0.65,9.5,6,Raiz
1141,8.2,2.5,24.0,71.0,0.99624,3.27,0.85,11.0,6,Grande Século
1142,6.9,2.4,6.0,12.0,0.99354,3.3,0.65,11.4,6,Grande Século
1143,7.0,1.8,16.0,20.0,0.99672,3.61,0.82,10.0,6,Raiz
1144,7.3,2.3,35.0,70.0,0.99588,3.43,0.62,10.1,5,Raiz
1145,8.2,2.5,31.0,51.0,0.99672,3.53,0.81,10.4,6,Raiz
1146,7.8,1.8,6.0,21.0,0.996,3.28,0.87,9.8,6,Raiz
1147,10.0,6.2,6.0,14.0,0.99702,3.21,0.49,11.8,7,Momento
1148,7.8,2.0,9.0,21.0,0.99526,3.39,0.66,11.6,6,Grande Século
1149,10.0,2.0,6.0,11.0,0.99585,3.23,0.52,12.0,6,Grande Século
1151,6.1,2.5,16.0,70.0,0.99352,3.46,0.65,12.5,6,Grande Século
1152,8.3,2.2,9.0,38.0,0.99616,3.15,0.53,9.8,5,Raiz
1153,9.6,2.1,17.0,38.0,0.99622,3.23,0.66,11.1,6,Raiz
1155,8.3,2.2,9.0,38.0,0.99616,3.15,0.53,9.8,5,Raiz
1156,8.5,1.75,45.0,88.0,0.99524,3.33,0.76,11.8,7,Grande Século
1157,5.1,2.1,16.0,101.0,0.9924,3.46,0.87,12.9,7,Grande Século
1162,8.5,2.3,12.0,19.0,0.99434,3.14,0.71,11.8,7,Grande Século
1164,9.0,1.7,10.0,21.0,0.99692,3.29,0.67,10.0,5,Raiz
1167,8.2,2.5,29.0,48.0,0.99528,3.32,0.88,12.4,7,Grande Século
1168,6.5,2.8,8.0,44.0,0.99384,3.21,0.56,12.0,6,Grande Século
1169,7.6,2.3,5.0,14.0,0.99502,3.32,0.62,11.5,6,Grande Século
1170,9.2,1.6,5.0,12.0,0.99667,3.2,0.67,10.5,6,Raiz
1172,9.7,2.1,5.0,16.0,0.99649,3.27,0.74,12.3,6,Grande Século
1173,7.6,1.7,26.0,65.0,0.99716,3.46,0.62,9.5,6,Raiz
1174,7.6,1.7,26.0,65.0,0.99716,3.46,0.62,9.5,6,Raiz
1175,6.5,2.2,48.0,59.0,0.99541,3.61,0.7,11.5,6,Grande Século
1176,6.5,5.6,23.0,47.0,0.99572,3.58,0.5,11.2,4,Grande Século
1178,5.6,2.1,17.0,78.0,0.99346,3.68,0.73,11.4,5,Grande Século
1179,8.2,2.4,11.0,47.0,0.99599,3.27,0.81,11.0,6,Grande Século
1181,9.8,1.65,5.0,11.0,0.99478,3.19,0.46,11.4,5,Grande Século
1183,6.8,1.6,16.0,61.0,0.99572,3.29,0.6,9.3,5,Raiz
1184,6.7,2.1,11.0,119.0,0.99538,3.36,0.7,10.9,5,Grande Século
1188,6.7,2.1,11.0,119.0,0.99538,3.36,0.7,10.9,5,Grande Século
1189,8.8,1.8,5.0,19.0,0.99616,3.3,0.44,9.6,4,Raiz
1190,9.1,4.6,6.0,20.0,0.99652,3.28,0.57,12.5,6,Grande Século
1191,6.5,2.3,6.0,12.0,0.99551,3.56,0.51,10.8,5,Grande Século
1192,7.2,2.5,11.0,41.0,0.99439,3.52,0.8,12.4,7,Grande Século
1194,7.0,1.8,15.0,64.0,0.99588,3.22,0.59,9.5,6,Raiz
1195,6.2,1.8,21.0,56.0,0.99633,3.52,0.6,9.5,6,Raiz
1197,7.7,1.5,4.0,9.0,0.99458,3.16,0.54,9.8,6,Raiz
1198,7.7,2.0,19.0,77.0,0.9951,3.15,0.79,10.9,6,Grande Século
1199,7.9,2.3,23.0,94.0,0.99686,3.21,0.58,9.5,6,Raiz
1200,7.7,1.5,4.0,9.0,0.99458,3.16,0.54,9.8,6,Raiz
1201,7.9,1.9,5.0,10.0,0.99419,3.27,0.54,11.2,7,Grande Século
1202,8.6,1.8,6.0,12.0,0.99516,3.35,0.69,11.7,8,Grande Século
1203,9.9,5.8,33.0,76.0,0.99878,3.14,0.55,9.4,5,Momento
1204,7.2,2.1,24.0,44.0,0.99534,3.4,0.85,11.0,7,Grande Século
1206,7.2,2.1,24.0,44.0,0.99534,3.4,0.85,11.0,7,Grande Século
1207,9.9,1.7,24.0,52.0,0.99752,3.35,0.94,10.0,5,Raiz
1208,7.2,2.1,24.0,44.0,0.99534,3.4,0.85,11.0,7,Grande Século
1209,6.2,2.0,14.0,24.0,0.99428,3.45,0.87,11.2,7,Grande Século
1210,6.8,2.1,8.0,15.0,0.99498,3.35,0.62,10.4,6,Raiz
1212,6.8,2.1,8.0,15.0,0.99498,3.35,0.62,10.4,6,Raiz
1214,10.2,1.9,6.0,9.0,0.99628,3.1,0.48,10.4,6,Raiz
1216,7.9,2.0,10.0,79.0,0.99677,3.29,0.69,9.5,6,Raiz
1219,9.0,1.3,25.0,50.0,0.99478,3.2,0.83,10.9,6,Grande Século
1220,10.9,1.8,17.0,44.0,0.99734,3.28,0.77,11.5,6,Momento
1221,10.9,1.8,17.0,44.0,0.99734,3.28,0.77,11.5,6,Momento
1224,12.6,2.5,8.0,20.0,0.9992,3.07,0.82,10.3,6,Momento
1225,9.2,2.6,18.0,77.0,0.99922,3.15,0.51,9.4,5,Momento
1226,7.5,4.1,27.0,46.0,0.99592,3.02,0.47,9.2,5,Raiz
1227,9.0,2.0,8.0,21.0,0.99769,3.27,0.72,9.6,5,Raiz
1228,5.1,1.8,18.0,88.0,0.99157,3.68,0.73,13.6,7,Grande Século
1229,7.6,2.1,19.0,66.0,0.99718,3.4,0.64,9.5,5,Raiz
1230,7.7,2.7,15.0,58.0,0.9947,3.37,0.78,11.8,6,Grande Século
1231,7.8,2.6,48.0,90.0,0.99621,3.38,0.62,10.8,5,Raiz
1232,7.6,2.1,19.0,66.0,0.99718,3.4,0.64,9.5,5,Raiz
1234,7.1,2.2,11.0,18.0,0.99242,3.39,0.4,12.8,6,Grande Século
1236,7.8,1.7,7.0,17.0,0.99659,3.26,0.64,9.4,6,Raiz
1237,7.1,2.2,11.0,18.0,0.99242,3.39,0.4,12.8,6,Grande Século
1238,8.1,2.5,12.0,24.0,0.99798,3.38,0.46,9.6,4,Raiz
1239,6.5,4.3,11.0,20.0,0.99488,3.45,0.56,11.8,4,Grande Século
1240,7.5,1.7,36.0,60.0,0.99494,3.1,0.4,9.3,5,Raiz
1243,8.3,2.4,10.0,86.0,0.9983,3.37,0.62,9.5,5,Raiz
1245,7.4,1.8,15.0,34.0,0.99655,3.49,0.68,10.5,5,Raiz
1246,7.4,1.7,15.0,48.0,0.99502,3.12,0.48,10.0,5,Raiz
1250,7.1,2.3,24.0,37.0,0.99514,3.4,0.61,10.9,6,Grande Século
1251,7.5,2.2,27.0,60.0,0.9963,3.28,0.59,9.8,5,Raiz
1252,7.1,1.8,6.0,14.0,0.99627,3.45,0.58,9.8,5,Raiz
1253,7.9,1.4,6.0,13.0,0.99569,3.43,0.58,9.5,5,Raiz
1254,7.8,1.9,20.0,35.0,0.99628,3.4,0.69,10.9,5,Raiz
1256,7.5,1.8,43.0,60.0,0.99499,3.1,0.42,9.2,5,Raiz
1257,7.0,4.8,12.0,69.0,0.99633,3.32,0.7,11.0,6,Grande Século
1258,6.8,2.7,15.0,33.0,0.99538,3.44,0.63,11.3,6,Grande Século
1260,8.6,1.8,19.0,56.0,0.99632,3.02,1.15,9.3,5,Raiz
1261,6.3,2.0,17.0,24.0,0.99437,3.59,0.55,11.2,4,Grande Século
1262,9.8,2.5,34.0,66.0,0.99726,3.15,0.58,9.8,5,Raiz
1264,8.5,1.8,26.0,51.0,0.99456,3.38,0.72,11.8,6,Grande Século
1265,7.2,2.3,16.0,36.0,0.99564,3.38,0.6,10.3,6,Raiz
1266,7.2,2.3,16.0,36.0,0.99564,3.38,0.6,10.3,6,Raiz
1267,10.4,2.3,13.0,19.0,0.996,3.1,0.87,11.4,6,Grande Século
1268,6.9,2.0,21.0,51.0,0.99668,3.47,0.55,9.5,6,Raiz
1270,5.0,1.6,26.0,60.0,0.99084,3.7,0.75,14.0,6,Grande Século
1271,7.3,1.6,24.0,64.0,0.9935,3.38,0.57,11.7,6,Grande Século
1272,5.9,1.9,25.0,44.0,0.99385,3.5,0.53,11.2,5,Grande Século
1273,7.5,2.0,34.0,44.0,0.99494,3.1,0.43,9.3,5,Raiz
1274,7.8,2.1,17.0,36.0,0.9944,3.24,0.53,11.2,6,Grande Século
1275,8.0,2.3,13.0,81.0,0.99688,3.24,0.54,9.5,6,Raiz
1276,8.5,6.3,3.0,10.0,0.99566,3.28,0.56,12.0,4,Grande Século
1277,7.0,1.9,3.0,10.0,0.99636,3.35,0.6,9.7,6,Raiz
1278,8.0,2.3,13.0,81.0,0.99688,3.24,0.54,9.5,6,Raiz
1279,9.8,1.7,3.0,9.0,0.9948,3.14,0.57,11.5,7,Grande Século
1280,7.1,1.9,28.0,54.0,0.9956,3.37,0.64,10.4,6,Raiz
1281,7.1,1.9,28.0,54.0,0.9956,3.37,0.64,10.4,6,Raiz
1282,7.9,2.0,9.0,22.0,0.99619,3.33,0.68,10.9,6,Raiz
1283,8.7,2.7,17.0,69.0,0.99734,3.26,0.63,10.2,6,Raiz
1284,7.0,2.3,18.0,36.0,0.99476,3.39,0.56,10.9,5,Grande Século
1285,11.3,1.8,20.0,47.0,0.99734,3.15,0.57,10.5,5,Momento
1288,7.0,4.5,20.0,110.0,0.99914,3.3,1.17,10.2,5,Raiz
1289,7.0,4.5,20.0,110.0,0.99914,3.3,1.17,10.2,5,Raiz
1290,7.6,1.9,6.0,12.0,0.99521,3.36,0.59,11.0,5,Grande Século
1291,8.2,2.1,25.0,60.0,0.99638,3.29,0.75,10.9,6,Raiz
1292,5.9,2.4,14.0,28.0,0.99362,3.62,0.67,12.4,6,Grande Século
1296,6.6,4.3,51.0,77.5,0.99558,3.2,0.45,9.5,5,Raiz
1297,7.2,2.1,15.0,29.0,0.99323,3.35,0.61,12.1,6,Grande Século
1298,5.7,1.4,11.0,18.0,0.99191,3.45,0.56,12.2,6,Grande Século
1299,7.6,2.1,5.0,9.0,0.99476,3.5,0.4,10.9,3,Grande Século
1300,5.2,2.15,15.0,28.0,0.99444,3.78,0.61,12.5,6,Grande Século
1301,6.7,2.0,20.0,57.0,0.99598,3.6,0.74,11.7,6,Grande Século
1302,9.1,2.1,4.0,15.0,0.99576,3.3,0.8,11.2,6,Grande Século
1304,7.6,2.3,21.0,68.0,0.9955,3.12,0.44,9.2,5,Raiz
1305,7.5,1.9,24.0,88.0,0.99612,3.3,0.53,9.8,5,Raiz
1306,9.7,2.5,22.0,91.0,0.9979,3.29,0.62,10.1,5,Momento
1309,7.0,1.4,27.0,63.0,0.996,3.28,0.61,9.2,5,Raiz
1311,6.5,3.0,12.0,27.0,0.9929,3.33,0.59,12.8,6,Grande Século
1312,8.0,1.9,14.0,41.0,0.99532,3.34,0.47,10.5,5,Raiz
1315,7.5,2.0,17.0,91.0,0.99616,3.26,0.58,9.8,6,Raiz
1316,5.4,1.2,16.0,46.0,0.99258,4.01,0.59,12.5,6,Grande Século
1319,9.1,1.7,18.0,64.0,0.99652,2.9,1.33,9.1,6,Raiz
1321,5.0,1.2,16.0,46.0,0.99258,4.01,0.59,12.5,6,Grande Século
1322,9.1,1.8,9.0,18.0,0.99392,3.18,0.55,11.4,5,Grande Século
1324,6.7,1.7,18.0,34.0,0.9948,3.39,0.6,10.6,6,Grande Século
1325,6.7,1.7,18.0,34.0,0.9948,3.39,0.6,10.6,6,Grande Século
1326,6.7,1.7,18.0,34.0,0.9948,3.39,0.6,10.6,6,Grande Século
1327,6.7,1.7,18.0,34.0,0.9948,3.39,0.6,10.6,6,Grande Século
1328,6.5,1.8,13.0,38.0,0.9955,3.34,0.52,9.3,5,Raiz
1329,7.4,2.1,17.0,91.0,0.99616,3.29,0.56,9.8,6,Raiz
1330,7.4,2.1,17.0,91.0,0.99616,3.29,0.56,9.8,6,Raiz
1331,7.8,3.8,31.0,67.0,0.99668,3.26,0.46,9.2,5,Raiz
1332,8.4,1.7,6.0,25.0,0.99581,3.09,0.43,9.7,6,Raiz
1333,9.1,2.2,12.0,48.0,0.9976,3.18,0.51,9.6,5,Raiz
1334,7.2,2.0,4.0,11.0,0.99608,3.39,0.52,10.0,5,Raiz
1335,6.6,2.4,19.0,40.0,0.99387,3.38,0.66,12.6,6,Grande Século
1336,6.0,1.4,15.0,26.0,0.99448,3.36,0.45,9.5,5,Raiz
1337,6.0,1.4,15.0,26.0,0.99448,3.36,0.45,9.5,5,Raiz
1338,6.0,1.4,15.0,26.0,0.99448,3.36,0.45,9.5,5,Raiz
1339,7.5,1.7,13.0,31.0,0.99538,3.36,0.54,10.5,6,Raiz
1340,7.5,1.7,13.0,31.0,0.99538,3.36,0.54,10.5,6,Raiz
1341,7.5,1.7,13.0,31.0,0.99538,3.36,0.54,10.5,6,Raiz
1343,7.5,1.7,13.0,31.0,0.99538,3.36,0.54,10.5,6,Raiz
1344,11.5,2.6,8.0,20.0,0.99852,3.09,0.53,11.0,5,Momento
1345,8.2,2.3,10.0,28.0,0.99613,3.25,0.53,10.2,6,Raiz
1346,6.1,2.1,5.0,13.0,0.99472,3.52,0.56,11.4,5,Grande Século
1347,7.2,1.8,7.0,12.0,0.99587,3.34,0.39,9.5,5,Raiz
1351,7.2,2.3,8.0,46.0,0.99332,3.32,0.51,11.8,6,Grande Século
1353,7.6,1.9,14.0,57.0,0.9969,3.37,0.46,10.3,5,Raiz
1355,6.1,1.8,5.0,32.0,0.99464,3.36,0.44,10.1,5,Raiz
1356,6.1,1.8,4.0,28.0,0.99464,3.36,0.44,10.1,5,Raiz
1357,7.3,2.5,27.0,67.0,0.99648,3.6,0.59,11.1,6,Grande Século
1358,7.4,5.4,52.0,98.0,0.99736,3.28,0.5,9.5,5,Raiz
1359,11.6,1.4,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,6,Momento
1361,8.3,2.5,13.0,54.0,0.99724,3.36,0.54,10.1,5,Raiz
1362,11.6,1.4,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,6,Momento
1364,7.2,1.9,10.0,31.0,0.995,3.46,0.53,11.8,6,Grande Século
1366,7.3,1.7,10.0,45.0,0.99576,3.24,0.5,9.8,5,Raiz
1367,6.9,2.2,9.0,105.0,0.99725,3.25,1.18,10.5,6,Raiz
1368,8.0,2.1,16.0,74.0,0.99656,3.27,0.5,9.8,6,Raiz
1370,8.7,1.7,12.0,66.0,0.99623,3.0,1.17,9.2,5,Raiz
1371,7.5,3.1,5.0,14.0,0.99476,3.21,1.03,11.6,6,Grande Século
1372,8.7,1.7,12.0,66.0,0.99623,3.0,1.17,9.2,5,Raiz
1376,8.2,1.4,7.0,31.0,0.9946,3.11,0.46,10.0,5,Raiz
1378,7.2,2.0,10.0,28.0,0.99609,3.29,0.51,9.9,6,Raiz
1379,7.5,2.6,11.0,35.0,0.99557,3.36,0.62,10.8,6,Grande Século
1380,7.5,2.6,11.0,35.0,0.99557,3.36,0.62,10.8,6,Grande Século
1382,8.0,2.1,25.0,105.0,0.99613,3.3,0.49,9.9,5,Raiz
1383,8.0,2.1,25.0,105.0,0.99613,3.3,0.49,9.9,5,Raiz
1384,7.1,1.8,20.0,84.0,0.99593,3.19,0.5,9.5,5,Raiz
1385,8.0,3.4,34.0,85.0,0.99668,3.19,0.42,9.2,5,Raiz
1386,7.4,1.8,8.0,23.0,0.9961,3.3,0.58,9.6,5,Raiz
1388,6.6,6.1,7.0,49.0,0.99718,3.35,0.68,10.3,5,Raiz
1390,6.0,2.3,15.0,33.0,0.99292,3.58,0.59,12.5,6,Grande Século
1391,8.0,2.4,5.0,33.0,0.99612,3.37,0.58,11.0,5,Grande Século
